geometry,rey_a3,1,0,0,0,1,0,0,0,1,0.1233528,8.748044,-0.3572424,1,0,0,0,0,0,0,0,0,
geometry,rey_b3,1,0,0,0,1,0,0,0,1,0.1233528,17.38959,-0.02471667,1,0,0,0,0,0,0,0,0,
geometry,rey_c3,1,0,0,0,1,0,0,0,1,0.1233528,23.14659,0.1170277,1,0,0,0,0,0,0,0,0,
geometry,rey_d3,1,0,0,0,1,0,0,0,1,0.05264676,25.94876,0.03686948,1,0,0,0,0,0,0,0,0,
geometry,rey_e3,1,0,0,0,1,0,0,0,1,0.1233528,4.25469,-0.1457333,1,0,0,0,0,0,0,0,0,
vants,vant3u,1,0,0,0,1,0,0,0,1,-0.5293611,9.640388,-0.7915596,1,0,0,0,0,0,0,0,0,
vants,vant4u,1,0,0,0,1,0,0,0,1,0.7760665,9.640388,-0.7915596,1,0,0,0,0,0,0,0,0,
vants,vant5u,1,0,0,0,1,0,0,0,1,0.1233528,16.68647,-0.08802131,1,0,0,0,0,0,0,0,0,
vants,vant6u,1,0,0,0,1,0,0,0,1,0.1233528,16.68647,-0.08802131,1,0,0,0,0,0,0,0,0,
vants1,vant5r,1,0,0,0,1,0,0,0,1,1.123353,9.63203,-1.184494,1,0,0,0,0,0,0,0,0,
vants1,vant5l,1,0,0,0,1,0,0,0,1,1.123353,9.63203,0.6045455,1,0,0,0,0,0,0,0,0,
vants1,vant6r,1,0,0,0,1,0,0,0,1,-0.8766472,9.63203,-1.184494,1,0,0,0,0,0,0,0,0,
vants1,vant6l,1,0,0,0,1,0,0,0,1,-0.8766472,9.63203,0.6045455,1,0,0,0,0,0,0,0,0,
mast3,ropee101,1,0,0,0,1,0,0,0,1,0.1233528,9.591965,0.5063155,1,0,0,0,0,0,0,0,0,
mast3,ropee120,1,0,0,0,1,0,0,0,1,0.1233528,9.591965,0.5063155,1,0,0,0,0,0,0,0,0,
mast3,ropee102,1,0,0,0,1,0,0,0,1,0.1233528,18.30906,-0.1474165,1,0,0,0,0,0,0,0,0,
mast3,ropee103,1,0,0,0,1,0,0,0,1,0.1233528,23.54696,0.1124666,1,0,0,0,0,0,0,0,0,
mast3,ropeb23,1,0,0,0,1,0,0,0,1,0.1233528,9.295465,-0.4399195,1,0,0,0,0,0,0,0,0,
mast3,ropeb24,1,0,0,0,1,0,0,0,1,0.1233528,9.295465,-0.4399195,1,0,0,0,0,0,0,0,0,
mast3,ropeb25,1,0,0,0,1,0,0,0,1,0.1233528,18.21294,-0.1406596,1,0,0,0,0,0,0,0,0,
mast3,ropeb26,1,0,0,0,1,0,0,0,1,0.1233528,18.21294,-0.1406596,1,0,0,0,0,0,0,0,0,
mast3,ropeb41,1,0,0,0,1,0,0,0,1,0.04222013,24.63476,0.02642473,1,0,0,0,0,0,0,0,0,
mast3,ropeb42,1,0,0,0,1,0,0,0,1,0.04222013,18.50321,-0.1399804,1,0,0,0,0,0,0,0,0,
mast3,ropeb43,1,0,0,0,1,0,0,0,1,0.04222013,18.50321,-0.1399804,1,0,0,0,0,0,0,0,0,
mast3,ropee127,1,0,0,0,1,0,0,0,1,0.1233528,13.41375,0.07381421,1,0,0,0,0,0,0,0,0,
mast3,ropee128,1,0,0,0,1,0,0,0,1,0.1233528,13.41375,0.07381421,1,0,0,0,0,0,0,0,0,
mast3,ropee129,1,0,0,0,1,0,0,0,1,0.1233528,21.65204,0.07381421,1,0,0,0,0,0,0,0,0,
mast3,ropee130,1,0,0,0,1,0,0,0,1,0.1233528,21.65204,0.07381421,1,0,0,0,0,0,0,0,0,
mast3,ropee131,1,0,0,0,1,0,0,0,1,0.1233528,25.31364,0.07381421,1,0,0,0,0,0,0,0,0,
mast3,ropee132,1,0,0,0,1,0,0,0,1,0.1233528,25.31364,0.07381421,1,0,0,0,0,0,0,0,0,
mast3,ropee133,1,0,0,0,1,0,0,0,1,0.1233528,27.18612,0.02533039,1,0,0,0,0,0,0,0,0,
mast3,ropee134,1,0,0,0,1,0,0,0,1,0.1233528,27.18612,0.02533039,1,0,0,0,0,0,0,0,0,
flag1,f1,1,0,0,0,1,0,0,0,1,0.1122479,27.73498,0.05361468,1,0,0,0,0,0,0,0,0,
flag1,f2,1,0,0,0,1,0,0,0,1,0.1122479,27.73498,4.980866,1,0,0,0,0,0,0,0,0,
flag1,f3,1,0,0,0,1,0,0,0,1,0.09932018,26.6319,4.98823,1,0,0,0,0,0,0,0,0,
flag1,f4,1,0,0,0,1,0,0,0,1,0.09932018,26.6319,0.04625142,1,0,0,0,0,0,0,0,0,
penn1,f1,1,0,0,0,1,0,0,0,1,0.1122479,27.73498,0.05361468,1,0,0,0,0,0,0,0,0,
penn1,f2,1,0,0,0,1,0,0,0,1,0.1122479,27.73498,4.980866,1,0,0,0,0,0,0,0,0,
penn1,f3,1,0,0,0,1,0,0,0,1,0.09932018,26.6319,4.98823,1,0,0,0,0,0,0,0,0,
penn1,f4,1,0,0,0,1,0,0,0,1,0.09932018,26.6319,0.04625142,1,0,0,0,0,0,0,0,0,
