geometry,rey_a2,1,0,0,0,1,0,0,0,1,0.002071772,6.903503,-0.008119751,1,0,0,0,0,0,0,0,0,
geometry,rey_b2,1,0,0,0,1,0,0,0,1,0.002071772,14.82461,0.4258947,1,0,0,0,0,0,0,0,0,
geometry,rey_c2,1,0,0,0,1,0,0,0,1,0.002071772,19.58506,0.6446072,1,0,0,0,0,0,0,0,0,
geometry,rey_d2,1,0,0,0,1,0,0,0,1,0.002071772,22.07881,0.7723773,1,0,0,0,0,0,0,0,0,
vants,vant1u,1,0,0,0,1,0,0,0,1,-0.4707815,8.038312,-0.8410378,1,0,0,0,0,0,0,0,0,
vants,vant2u,1,0,0,0,1,0,0,0,1,0.4749251,8.038312,-0.8410378,1,0,0,0,0,0,0,0,0,
vants,vant7u,1,0,0,0,1,0,0,0,1,0.002071772,14.3777,0.3948514,1,0,0,0,0,0,0,0,0,
vants,vant8u,1,0,0,0,1,0,0,0,1,0.002071772,14.3777,0.3948514,1,0,0,0,0,0,0,0,0,
vants2,vant7r,1,0,0,0,1,0,0,0,1,1.002072,8.06622,-1.221645,1,0,0,0,0,0,0,0,0,
vants2,vant7l,1,0,0,0,1,0,0,0,1,1.002072,8.06622,0.7421292,1,0,0,0,0,0,0,0,0,
vants2,vant8r,1,0,0,0,1,0,0,0,1,-0.9979282,8.06622,-1.221645,1,0,0,0,0,0,0,0,0,
vants2,vant8l,1,0,0,0,1,0,0,0,1,-0.9979282,8.06622,0.7421292,1,0,0,0,0,0,0,0,0,
mast2,ropee104,1,0,0,0,1,0,0,0,1,0.002071772,22.81153,0.784802,1,0,0,0,0,0,0,0,0,
mast2,ropeb102,1,0,0,0,1,0,0,0,1,0.002071772,8.073422,-0.1502666,1,0,0,0,0,0,0,0,0,
mast2,ropeb103,1,0,0,0,1,0,0,0,1,-0.06063092,15.18596,0.4099512,1,0,0,0,0,0,0,0,0,
mast2,ropee108,1,0,0,0,1,0,0,0,1,0.002071772,22.51142,0.7913244,1,0,0,0,0,0,0,0,0,
mast2,ropee109,1,0,0,0,1,0,0,0,1,0.002071772,16.43403,0.6245576,1,0,0,0,0,0,0,0,0,
mast2,ropee110,1,0,0,0,1,0,0,0,1,0.002071772,16.33886,0.669324,1,0,0,0,0,0,0,0,0,
mast2,ropee112,1,0,0,0,1,0,0,0,1,0.002071772,11.4652,0.3956061,1,0,0,0,0,0,0,0,0,
mast2,ropee113,1,0,0,0,1,0,0,0,1,0.002071772,11.4652,0.3956061,1,0,0,0,0,0,0,0,0,
mast2,ropee114,1,0,0,0,1,0,0,0,1,0.002071772,18.63791,0.632439,1,0,0,0,0,0,0,0,0,
mast2,ropee115,1,0,0,0,1,0,0,0,1,0.002071772,18.63791,0.632439,1,0,0,0,0,0,0,0,0,
mast2,ropee116,1,0,0,0,1,0,0,0,1,-0.007869939,21.62399,0.8338841,1,0,0,0,0,0,0,0,0,
mast2,ropee117,1,0,0,0,1,0,0,0,1,-0.007869939,21.62399,0.8338841,1,0,0,0,0,0,0,0,0,
mast2,ropee118,1,0,0,0,1,0,0,0,1,-0.007869939,23.0673,0.8113151,1,0,0,0,0,0,0,0,0,
mast2,ropee119,1,0,0,0,1,0,0,0,1,-0.007869939,23.0673,0.8113151,1,0,0,0,0,0,0,0,0,
mast2,ropeb33,1,0,0,0,1,0,0,0,1,0.002071772,9.043693,-0.02786987,1,0,0,0,0,0,0,0,0,
mast2,ropeb34,1,0,0,0,1,0,0,0,1,0.002071772,9.043693,-0.02786987,1,0,0,0,0,0,0,0,0,
flag,f1,1,0,0,0,1,0,0,0,1,-0.009033091,24.30886,0.8066351,1,0,0,0,0,0,0,0,0,
flag,f2,1,0,0,0,1,0,0,0,1,-0.009033091,24.30886,3.133425,1,0,0,0,0,0,0,0,0,
flag,f3,1,0,0,0,1,0,0,0,1,-0.0219608,23.20578,3.140789,1,0,0,0,0,0,0,0,0,
flag,f4,1,0,0,0,1,0,0,0,1,-0.0219608,23.20578,0.7992719,1,0,0,0,0,0,0,0,0,
penn,f1,1,0,0,0,1,0,0,0,1,-0.009033091,24.30886,0.8066351,1,0,0,0,0,0,0,0,0,
penn,f2,1,0,0,0,1,0,0,0,1,-0.009033091,24.30886,3.133425,1,0,0,0,0,0,0,0,0,
penn,f3,1,0,0,0,1,0,0,0,1,-0.0219608,23.20578,3.140789,1,0,0,0,0,0,0,0,0,
penn,f4,1,0,0,0,1,0,0,0,1,-0.0219608,23.20578,0.7992719,1,0,0,0,0,0,0,0,0,
